ID,Class Name,Date,Time (IST),Dimensions (Width x Height),Xmin,Ymin,Xmax,Ymax,Frame Width,Frame Height
1,car,18-11-2024,03:06:37 PM,245x280,82,56,327,336,1440,1616
2,person,18-11-2024,03:06:37 PM,135x550,377,362,512,912,1440,1616
3,bus,18-11-2024,03:06:37 PM,174x373,845,57,1019,430,1440,1616
1,car,18-11-2024,03:06:38 PM,246x284,82,53,328,337,1440,1616
2,person,18-11-2024,03:06:38 PM,143x448,388,250,531,698,1440,1616
3,bus,18-11-2024,03:06:38 PM,173x371,845,57,1018,428,1440,1616
1,car,18-11-2024,03:06:40 PM,242x286,78,53,320,339,1440,1616
2,bus,18-11-2024,03:06:40 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:06:41 PM,242x282,78,55,320,337,1440,1616
2,bus,18-11-2024,03:06:41 PM,172x374,846,56,1018,430,1440,1616
1,car,18-11-2024,03:06:42 PM,244x285,77,53,321,338,1440,1616
2,bus,18-11-2024,03:06:42 PM,174x373,845,57,1019,430,1440,1616
3,person,18-11-2024,03:06:42 PM,73x336,449,139,522,475,1440,1616
1,car,18-11-2024,03:06:44 PM,242x284,78,54,320,338,1440,1616
2,bus,18-11-2024,03:06:44 PM,173x370,845,58,1018,428,1440,1616
3,person,18-11-2024,03:06:44 PM,80x334,436,139,516,473,1440,1616
1,car,18-11-2024,03:06:45 PM,243x283,77,55,320,338,1440,1616
2,bus,18-11-2024,03:06:45 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:06:47 PM,245x282,76,55,321,337,1440,1616
2,person,18-11-2024,03:06:47 PM,68x343,453,135,521,478,1440,1616
3,bus,18-11-2024,03:06:47 PM,173x371,845,57,1018,428,1440,1616
1,car,18-11-2024,03:06:48 PM,247x286,75,52,322,338,1440,1616
2,person,18-11-2024,03:06:48 PM,68x342,452,135,520,477,1440,1616
3,bus,18-11-2024,03:06:48 PM,174x371,845,57,1019,428,1440,1616
1,car,18-11-2024,03:06:49 PM,247x286,75,52,322,338,1440,1616
2,bus,18-11-2024,03:06:49 PM,173x370,851,58,1024,428,1440,1616
3,person,18-11-2024,03:06:49 PM,66x341,453,135,519,476,1440,1616
1,car,18-11-2024,03:06:51 PM,244x284,77,54,321,338,1440,1616
2,bus,18-11-2024,03:06:51 PM,173x373,845,56,1018,429,1440,1616
3,person,18-11-2024,03:06:51 PM,80x340,455,130,535,470,1440,1616
1,car,18-11-2024,03:06:52 PM,248x282,81,55,329,337,1440,1616
2,bus,18-11-2024,03:06:52 PM,175x371,844,57,1019,428,1440,1616
1,car,18-11-2024,03:06:54 PM,242x284,78,54,320,338,1440,1616
2,bus,18-11-2024,03:06:54 PM,173x375,845,55,1018,430,1440,1616
1,car,18-11-2024,03:06:55 PM,245x282,82,54,327,336,1440,1616
2,bus,18-11-2024,03:06:55 PM,175x369,844,58,1019,427,1440,1616
1,car,18-11-2024,03:06:57 PM,239x284,79,54,318,338,1440,1616
2,bus,18-11-2024,03:06:57 PM,175x372,844,57,1019,429,1440,1616
1,car,18-11-2024,03:06:59 PM,240x283,78,54,318,337,1440,1616
2,bus,18-11-2024,03:06:59 PM,171x371,846,58,1017,429,1440,1616
1,car,18-11-2024,03:07:00 PM,244x282,83,55,327,337,1440,1616
2,bus,18-11-2024,03:07:00 PM,171x374,846,56,1017,430,1440,1616
1,car,18-11-2024,03:07:01 PM,239x284,79,54,318,338,1440,1616
2,bus,18-11-2024,03:07:01 PM,173x371,845,57,1018,428,1440,1616
1,car,18-11-2024,03:07:03 PM,239x285,77,55,316,340,1440,1616
2,bus,18-11-2024,03:07:03 PM,175x370,844,51,1019,421,1440,1616
1,car,18-11-2024,03:07:04 PM,238x285,79,54,317,339,1440,1616
2,bus,18-11-2024,03:07:04 PM,175x371,844,57,1019,428,1440,1616
1,car,18-11-2024,03:07:06 PM,241x283,78,55,319,338,1440,1616
2,bus,18-11-2024,03:07:06 PM,173x374,845,56,1018,430,1440,1616
1,car,18-11-2024,03:07:08 PM,251x286,80,52,331,338,1440,1616
2,bus,18-11-2024,03:07:08 PM,173x368,845,59,1018,427,1440,1616
3,person,18-11-2024,03:07:08 PM,96x261,426,126,522,387,1440,1616
1,car,18-11-2024,03:07:09 PM,246x282,82,54,328,336,1440,1616
2,bus,18-11-2024,03:07:09 PM,173x372,845,56,1018,428,1440,1616
3,person,18-11-2024,03:07:09 PM,108x294,494,72,602,366,1440,1616
4,bicycle,18-11-2024,03:07:09 PM,108x154,484,218,592,372,1440,1616
1,car,18-11-2024,03:07:11 PM,243x285,77,53,320,338,1440,1616
2,bus,18-11-2024,03:07:11 PM,175x370,844,58,1019,428,1440,1616
3,motorcycle,18-11-2024,03:07:11 PM,126x151,497,196,623,347,1440,1616
1,car,18-11-2024,03:07:13 PM,246x284,75,54,321,338,1440,1616
2,bus,18-11-2024,03:07:13 PM,175x374,844,56,1019,430,1440,1616
3,person,18-11-2024,03:07:13 PM,85x214,479,37,564,251,1440,1616
1,car,18-11-2024,03:07:15 PM,251x282,80,54,331,336,1440,1616
2,bus,18-11-2024,03:07:15 PM,175x375,844,48,1019,423,1440,1616
1,car,18-11-2024,03:07:18 PM,242x282,77,56,319,338,1440,1616
2,bus,18-11-2024,03:07:18 PM,171x372,846,57,1017,429,1440,1616
1,car,18-11-2024,03:07:19 PM,248x281,81,55,329,336,1440,1616
2,bus,18-11-2024,03:07:19 PM,173x370,845,58,1018,428,1440,1616
1,car,18-11-2024,03:07:21 PM,244x283,77,54,321,337,1440,1616
2,bus,18-11-2024,03:07:21 PM,175x371,844,58,1019,429,1440,1616
1,car,18-11-2024,03:07:23 PM,247x281,82,55,329,336,1440,1616
2,bus,18-11-2024,03:07:23 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:07:25 PM,246x283,75,55,321,338,1440,1616
2,bus,18-11-2024,03:07:25 PM,175x372,844,57,1019,429,1440,1616
1,car,18-11-2024,03:07:26 PM,247x281,82,55,329,336,1440,1616
2,bus,18-11-2024,03:07:26 PM,172x374,846,56,1018,430,1440,1616
1,car,18-11-2024,03:07:28 PM,244x280,83,55,327,335,1440,1616
2,bus,18-11-2024,03:07:28 PM,171x374,846,56,1017,430,1440,1616
1,car,18-11-2024,03:07:29 PM,251x280,80,56,331,336,1440,1616
2,bus,18-11-2024,03:07:29 PM,174x374,845,56,1019,430,1440,1616
1,car,18-11-2024,03:07:31 PM,248x282,81,54,329,336,1440,1616
2,bus,18-11-2024,03:07:31 PM,173x373,845,56,1018,429,1440,1616
1,car,18-11-2024,03:07:32 PM,238x283,80,54,318,337,1440,1616
2,bus,18-11-2024,03:07:32 PM,174x379,845,53,1019,432,1440,1616
1,car,18-11-2024,03:07:34 PM,250x281,80,55,330,336,1440,1616
2,person,18-11-2024,03:07:34 PM,53x283,646,39,699,322,1440,1616
3,bus,18-11-2024,03:07:34 PM,172x375,845,55,1017,430,1440,1616
1,car,18-11-2024,03:07:35 PM,247x282,82,54,329,336,1440,1616
2,bus,18-11-2024,03:07:35 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:07:37 PM,245x285,76,53,321,338,1440,1616
2,bus,18-11-2024,03:07:37 PM,171x376,846,55,1017,431,1440,1616
1,car,18-11-2024,03:07:38 PM,243x284,77,54,320,338,1440,1616
2,bus,18-11-2024,03:07:38 PM,173x374,845,56,1018,430,1440,1616
3,person,18-11-2024,03:07:38 PM,36x69,707,6,743,75,1440,1616
1,car,18-11-2024,03:07:40 PM,246x281,76,55,322,336,1440,1616
2,bus,18-11-2024,03:07:40 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:07:41 PM,243x283,77,54,320,337,1440,1616
2,bus,18-11-2024,03:07:41 PM,173x373,845,56,1018,429,1440,1616
1,car,18-11-2024,03:07:43 PM,245x284,76,54,321,338,1440,1616
2,bus,18-11-2024,03:07:43 PM,175x369,844,59,1019,428,1440,1616
1,car,18-11-2024,03:07:44 PM,247x284,75,54,322,338,1440,1616
2,bus,18-11-2024,03:07:44 PM,175x372,844,57,1019,429,1440,1616
1,car,18-11-2024,03:07:46 PM,245x280,76,56,321,336,1440,1616
2,bus,18-11-2024,03:07:46 PM,172x371,846,58,1018,429,1440,1616
1,car,18-11-2024,03:07:48 PM,248x283,82,54,330,337,1440,1616
2,bus,18-11-2024,03:07:48 PM,173x371,845,57,1018,428,1440,1616
1,car,18-11-2024,03:07:50 PM,238x282,80,54,318,336,1440,1616
2,bus,18-11-2024,03:07:50 PM,174x368,850,59,1024,427,1440,1616
1,car,18-11-2024,03:07:51 PM,245x284,76,54,321,338,1440,1616
2,bus,18-11-2024,03:07:51 PM,175x373,844,57,1019,430,1440,1616
1,car,18-11-2024,03:07:53 PM,243x284,77,54,320,338,1440,1616
2,bus,18-11-2024,03:07:53 PM,173x375,845,55,1018,430,1440,1616
1,car,18-11-2024,03:07:54 PM,245x284,76,54,321,338,1440,1616
2,bus,18-11-2024,03:07:54 PM,174x371,845,57,1019,428,1440,1616
1,car,18-11-2024,03:07:56 PM,243x283,77,54,320,337,1440,1616
2,bus,18-11-2024,03:07:56 PM,173x371,845,58,1018,429,1440,1616
1,car,18-11-2024,03:07:57 PM,241x281,78,55,319,336,1440,1616
2,bus,18-11-2024,03:07:57 PM,173x370,845,58,1018,428,1440,1616
1,car,18-11-2024,03:07:59 PM,238x282,80,55,318,337,1440,1616
2,bus,18-11-2024,03:07:59 PM,173x373,845,57,1018,430,1440,1616
1,car,18-11-2024,03:08:00 PM,246x282,75,55,321,337,1440,1616
2,bus,18-11-2024,03:08:00 PM,173x375,845,55,1018,430,1440,1616
1,car,18-11-2024,03:08:02 PM,250x282,80,55,330,337,1440,1616
2,bus,18-11-2024,03:08:02 PM,173x374,845,56,1018,430,1440,1616
1,car,18-11-2024,03:09:17 PM,243x282,77,55,320,337,1440,1616
2,bus,18-11-2024,03:09:17 PM,175x371,844,58,1019,429,1440,1616
3,person,18-11-2024,03:09:17 PM,168x718,124,391,292,1109,1440,1616
1,car,18-11-2024,03:09:18 PM,244x280,77,56,321,336,1440,1616
2,bus,18-11-2024,03:09:18 PM,174x369,845,58,1019,427,1440,1616
1,car,18-11-2024,03:09:19 PM,249x285,74,53,323,338,1440,1616
2,bus,18-11-2024,03:09:19 PM,174x372,845,57,1019,429,1440,1616
1,car,18-11-2024,03:09:20 PM,245x282,76,55,321,337,1440,1616
2,bus,18-11-2024,03:09:20 PM,175x371,844,57,1019,428,1440,1616
3,person,18-11-2024,03:09:20 PM,169x726,124,388,293,1114,1440,1616
1,car,18-11-2024,03:09:21 PM,247x280,75,56,322,336,1440,1616
2,bus,18-11-2024,03:09:21 PM,173x369,845,59,1018,428,1440,1616
3,person,18-11-2024,03:09:21 PM,166x732,125,384,291,1116,1440,1616
1,car,18-11-2024,03:09:22 PM,249x283,81,53,330,336,1440,1616
2,bus,18-11-2024,03:09:22 PM,174x368,845,59,1019,427,1440,1616
3,person,18-11-2024,03:09:22 PM,162x716,127,393,289,1109,1440,1616
1,car,18-11-2024,03:09:23 PM,241x284,76,54,317,338,1440,1616
2,bus,18-11-2024,03:09:23 PM,175x368,851,59,1026,427,1440,1616
1,car,18-11-2024,03:09:25 PM,239x284,79,53,318,337,1440,1616
2,bus,18-11-2024,03:09:25 PM,175x374,844,56,1019,430,1440,1616
1,car,18-11-2024,03:09:26 PM,248x282,81,54,329,336,1440,1616
2,bus,18-11-2024,03:09:26 PM,173x371,845,57,1018,428,1440,1616
1,car,18-11-2024,03:09:28 PM,248x282,81,54,329,336,1440,1616
2,bus,18-11-2024,03:09:28 PM,173x370,845,58,1018,428,1440,1616
3,person,18-11-2024,03:09:28 PM,185x770,118,391,303,1161,1440,1616
1,car,18-11-2024,03:09:29 PM,247x283,75,54,322,337,1440,1616
2,bus,18-11-2024,03:09:29 PM,173x373,845,57,1018,430,1440,1616
3,person,18-11-2024,03:09:29 PM,197x767,110,381,307,1148,1440,1616
1,car,18-11-2024,03:09:31 PM,246x283,83,54,329,337,1440,1616
2,bus,18-11-2024,03:09:31 PM,173x369,845,59,1018,428,1440,1616
1,car,18-11-2024,03:09:32 PM,245x281,76,55,321,336,1440,1616
2,bus,18-11-2024,03:09:32 PM,174x368,845,59,1019,427,1440,1616
3,person,18-11-2024,03:09:32 PM,191x736,114,409,305,1145,1440,1616
1,car,18-11-2024,03:09:34 PM,248x284,74,54,322,338,1440,1616
2,bus,18-11-2024,03:09:34 PM,172x370,852,58,1024,428,1440,1616
1,car,18-11-2024,03:09:35 PM,243x283,77,54,320,337,1440,1616
2,bus,18-11-2024,03:09:35 PM,173x369,845,59,1018,428,1440,1616
1,car,18-11-2024,03:09:37 PM,245x282,76,55,321,337,1440,1616
2,bus,18-11-2024,03:09:37 PM,173x370,845,58,1018,428,1440,1616
1,car,18-11-2024,03:09:38 PM,249x283,81,54,330,337,1440,1616
2,bus,18-11-2024,03:09:38 PM,171x367,846,60,1017,427,1440,1616
1,car,18-11-2024,03:09:40 PM,243x281,77,55,320,336,1440,1616
2,bus,18-11-2024,03:09:40 PM,174x369,845,59,1019,428,1440,1616
1,car,18-11-2024,03:09:41 PM,246x282,75,55,321,337,1440,1616
2,person,18-11-2024,03:09:41 PM,190x734,116,421,306,1155,1440,1616
3,bus,18-11-2024,03:09:41 PM,175x367,844,60,1019,427,1440,1616
1,car,18-11-2024,03:09:43 PM,245x283,76,54,321,337,1440,1616
2,bus,18-11-2024,03:09:43 PM,172x371,846,58,1018,429,1440,1616
1,car,18-11-2024,03:09:45 PM,251x282,80,54,331,336,1440,1616
2,bus,18-11-2024,03:09:45 PM,174x370,845,58,1019,428,1440,1616
1,car,18-11-2024,03:09:47 PM,247x281,82,54,329,335,1440,1616
2,bus,18-11-2024,03:09:47 PM,172x368,846,59,1018,427,1440,1616
1,car,18-11-2024,03:09:49 PM,246x283,75,54,321,337,1440,1616
2,bus,18-11-2024,03:09:49 PM,172x368,846,59,1018,427,1440,1616
1,car,18-11-2024,03:09:50 PM,242x283,77,54,319,337,1440,1616
2,bus,18-11-2024,03:09:50 PM,174x368,845,59,1019,427,1440,1616
1,car,18-11-2024,03:09:52 PM,245x281,76,55,321,336,1440,1616
2,bus,18-11-2024,03:09:52 PM,171x368,846,59,1017,427,1440,1616
1,car,18-11-2024,03:09:53 PM,249x280,73,56,322,336,1440,1616
2,bus,18-11-2024,03:09:53 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:09:55 PM,244x282,76,55,320,337,1440,1616
2,bus,18-11-2024,03:09:55 PM,173x374,845,56,1018,430,1440,1616
1,car,18-11-2024,03:09:57 PM,249x283,81,55,330,338,1440,1616
2,bus,18-11-2024,03:09:57 PM,173x369,845,59,1018,428,1440,1616
1,car,18-11-2024,03:09:58 PM,249x279,81,56,330,335,1440,1616
2,bus,18-11-2024,03:09:58 PM,171x369,846,59,1017,428,1440,1616
1,car,18-11-2024,03:10:00 PM,245x283,76,54,321,337,1440,1616
2,bus,18-11-2024,03:10:00 PM,173x370,845,58,1018,428,1440,1616
1,car,18-11-2024,03:10:02 PM,244x282,76,55,320,337,1440,1616
2,bus,18-11-2024,03:10:02 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:10:04 PM,250x283,73,54,323,337,1440,1616
2,bus,18-11-2024,03:10:04 PM,173x374,845,56,1018,430,1440,1616
1,car,18-11-2024,03:10:05 PM,249x282,81,55,330,337,1440,1616
2,bus,18-11-2024,03:10:05 PM,173x369,845,59,1018,428,1440,1616
1,car,18-11-2024,03:10:06 PM,245x282,76,55,321,337,1440,1616
2,bus,18-11-2024,03:10:06 PM,172x369,846,58,1018,427,1440,1616
1,car,18-11-2024,03:10:08 PM,249x282,81,54,330,336,1440,1616
2,bus,18-11-2024,03:10:08 PM,171x369,846,59,1017,428,1440,1616
1,car,18-11-2024,03:10:09 PM,246x281,76,55,322,336,1440,1616
2,bus,18-11-2024,03:10:09 PM,173x372,845,57,1018,429,1440,1616
1,car,18-11-2024,03:10:11 PM,244x283,76,54,320,337,1440,1616
2,bus,18-11-2024,03:10:11 PM,173x369,845,59,1018,428,1440,1616
1,car,18-11-2024,03:10:12 PM,253x283,79,54,332,337,1440,1616
2,bus,18-11-2024,03:10:12 PM,171x368,846,59,1017,427,1440,1616
1,car,18-11-2024,03:10:14 PM,252x281,80,54,332,335,1440,1616
2,bus,18-11-2024,03:10:14 PM,171x373,846,57,1017,430,1440,1616
1,car,18-11-2024,03:10:16 PM,244x284,76,53,320,337,1440,1616
2,bus,18-11-2024,03:10:16 PM,175x373,844,57,1019,430,1440,1616
1,car,18-11-2024,03:10:17 PM,246x283,75,55,321,338,1440,1616
2,person,18-11-2024,03:10:17 PM,31x45,798,0,829,45,1440,1616
3,bus,18-11-2024,03:10:17 PM,174x378,845,55,1019,433,1440,1616
1,car,18-11-2024,03:10:19 PM,243x284,77,54,320,338,1440,1616
1,car,18-11-2024,03:10:20 PM,249x283,74,54,323,337,1440,1616
2,bus,18-11-2024,03:10:20 PM,173x387,845,40,1018,427,1440,1616
1,car,18-11-2024,03:10:22 PM,244x282,76,55,320,337,1440,1616
2,bus,18-11-2024,03:10:22 PM,173x382,845,44,1018,426,1440,1616
1,car,18-11-2024,03:10:23 PM,245x286,76,53,321,339,1440,1616
2,bus,18-11-2024,03:10:23 PM,172x371,846,57,1018,428,1440,1616
1,car,18-11-2024,03:10:25 PM,245x282,76,55,321,337,1440,1616
2,bus,18-11-2024,03:10:25 PM,177x372,843,50,1020,422,1440,1616
1,car,18-11-2024,03:10:26 PM,244x283,76,55,320,338,1440,1616
2,bus,18-11-2024,03:10:26 PM,171x374,846,56,1017,430,1440,1616
1,car,18-11-2024,03:10:27 PM,248x285,74,54,322,339,1440,1616
2,bus,18-11-2024,03:10:27 PM,173x370,845,59,1018,429,1440,1616
1,car,18-11-2024,03:10:29 PM,249x283,73,55,322,338,1440,1616
2,bus,18-11-2024,03:10:29 PM,171x372,846,57,1017,429,1440,1616
1,car,18-11-2024,03:10:31 PM,249x284,74,54,323,338,1440,1616
2,bus,18-11-2024,03:10:31 PM,176x371,844,58,1020,429,1440,1616
1,car,18-11-2024,03:10:32 PM,250x287,80,52,330,339,1440,1616
2,bus,18-11-2024,03:10:32 PM,173x369,845,59,1018,428,1440,1616
1,car,18-11-2024,03:10:33 PM,247x284,75,54,322,338,1440,1616
2,bus,18-11-2024,03:10:33 PM,174x370,845,58,1019,428,1440,1616
1,person,18-11-2024,03:10:35 PM,301x743,83,862,384,1605,1440,1616
2,car,18-11-2024,03:10:35 PM,246x282,76,55,322,337,1440,1616
3,bus,18-11-2024,03:10:35 PM,172x368,846,59,1018,427,1440,1616
1,car,18-11-2024,03:10:36 PM,249x282,74,56,323,338,1440,1616
2,person,18-11-2024,03:10:36 PM,191x764,237,838,428,1602,1440,1616
3,bus,18-11-2024,03:10:36 PM,172x368,846,60,1018,428,1440,1616
1,person,18-11-2024,03:10:38 PM,260x624,305,984,565,1608,1440,1616
2,car,18-11-2024,03:10:38 PM,252x282,80,55,332,337,1440,1616
3,bus,18-11-2024,03:10:38 PM,173x375,845,56,1018,431,1440,1616
1,car,18-11-2024,03:10:39 PM,251x284,80,54,331,338,1440,1616
2,person,18-11-2024,03:10:39 PM,211x688,429,921,640,1609,1440,1616
3,bus,18-11-2024,03:10:39 PM,172x368,846,59,1018,427,1440,1616
1,car,18-11-2024,03:10:41 PM,250x283,80,54,330,337,1440,1616
2,person,18-11-2024,03:10:41 PM,206x675,623,931,829,1606,1440,1616
3,bus,18-11-2024,03:10:41 PM,172x376,846,56,1018,432,1440,1616
1,car,18-11-2024,03:10:42 PM,247x281,75,56,322,337,1440,1616
2,person,18-11-2024,03:10:42 PM,183x862,810,750,993,1612,1440,1616
3,bus,18-11-2024,03:10:42 PM,173x368,851,59,1024,427,1440,1616
1,car,18-11-2024,03:10:44 PM,243x286,77,53,320,339,1440,1616
2,bus,18-11-2024,03:10:44 PM,173x364,851,62,1024,426,1440,1616
1,car,18-11-2024,03:10:45 PM,252x282,80,55,332,337,1440,1616
2,person,18-11-2024,03:10:45 PM,258x864,1003,696,1261,1560,1440,1616
3,bus,18-11-2024,03:10:45 PM,171x372,846,57,1017,429,1440,1616
1,car,18-11-2024,03:10:47 PM,249x284,74,54,323,338,1440,1616
1,car,18-11-2024,03:10:48 PM,252x282,79,55,331,337,1440,1616
2,person,18-11-2024,03:10:48 PM,220x763,1208,836,1428,1599,1440,1616
1,car,18-11-2024,03:10:50 PM,252x286,80,53,332,339,1440,1616
2,bus,18-11-2024,03:10:50 PM,171x382,846,44,1017,426,1440,1616
1,car,18-11-2024,03:10:51 PM,247x284,75,54,322,338,1440,1616
2,bus,18-11-2024,03:10:51 PM,172x371,846,57,1018,428,1440,1616
1,car,18-11-2024,03:10:53 PM,249x284,74,54,323,338,1440,1616
2,bus,18-11-2024,03:10:53 PM,173x379,845,46,1018,425,1440,1616
1,car,18-11-2024,03:10:54 PM,252x283,80,54,332,337,1440,1616
2,bus,18-11-2024,03:10:54 PM,173x374,845,56,1018,430,1440,1616
1,car,18-11-2024,03:10:55 PM,244x282,76,55,320,337,1440,1616
1,car,18-11-2024,03:10:57 PM,244x283,76,54,320,337,1440,1616
2,bus,18-11-2024,03:10:57 PM,173x370,845,58,1018,428,1440,1616
1,car,18-11-2024,03:10:58 PM,247x284,75,54,322,338,1440,1616
2,bus,18-11-2024,03:10:58 PM,172x373,845,57,1017,430,1440,1616
1,car,18-11-2024,03:11:00 PM,251x284,80,54,331,338,1440,1616
2,bus,18-11-2024,03:11:00 PM,173x375,845,55,1018,430,1440,1616
1,car,18-11-2024,03:11:01 PM,251x283,80,54,331,337,1440,1616
2,bus,18-11-2024,03:11:01 PM,173x374,845,56,1018,430,1440,1616
1,car,18-11-2024,03:11:02 PM,251x286,80,52,331,338,1440,1616
2,bus,18-11-2024,03:11:02 PM,173x374,845,56,1018,430,1440,1616
1,car,18-11-2024,03:11:04 PM,243x283,77,55,320,338,1440,1616
2,bus,18-11-2024,03:11:04 PM,173x378,845,54,1018,432,1440,1616
1,car,18-11-2024,03:11:05 PM,249x286,74,53,323,339,1440,1616
2,bus,18-11-2024,03:11:05 PM,172x372,846,57,1018,429,1440,1616
1,car,18-11-2024,03:11:07 PM,246x285,75,54,321,339,1440,1616
2,bus,18-11-2024,03:11:07 PM,171x371,846,57,1017,428,1440,1616
1,car,18-11-2024,03:11:08 PM,251x283,80,54,331,337,1440,1616
2,bus,18-11-2024,03:11:08 PM,173x369,845,59,1018,428,1440,1616
1,person,18-11-2024,03:11:09 PM,276x871,1027,643,1303,1514,1440,1616
2,car,18-11-2024,03:11:09 PM,251x283,73,55,324,338,1440,1616
3,bus,18-11-2024,03:11:09 PM,173x376,845,55,1018,431,1440,1616
1,car,18-11-2024,03:11:11 PM,245x285,75,54,320,339,1440,1616
2,bus,18-11-2024,03:11:11 PM,171x374,846,56,1017,430,1440,1616
3,person,18-11-2024,03:11:11 PM,222x821,1043,580,1265,1401,1440,1616
1,car,18-11-2024,03:11:12 PM,245x283,75,54,320,337,1440,1616
2,person,18-11-2024,03:11:12 PM,230x829,1039,577,1269,1406,1440,1616
3,bus,18-11-2024,03:11:12 PM,174x377,845,55,1019,432,1440,1616
1,car,18-11-2024,03:11:13 PM,247x282,74,55,321,337,1440,1616
2,person,18-11-2024,03:11:13 PM,229x824,1039,578,1268,1402,1440,1616
3,bus,18-11-2024,03:11:13 PM,174x373,845,57,1019,430,1440,1616
1,person,18-11-2024,03:11:15 PM,232x820,1037,581,1269,1401,1440,1616
2,car,18-11-2024,03:11:15 PM,244x283,76,54,320,337,1440,1616
3,bus,18-11-2024,03:11:15 PM,172x367,851,60,1023,427,1440,1616
1,car,18-11-2024,03:11:16 PM,249x286,73,52,322,338,1440,1616
2,person,18-11-2024,03:11:16 PM,225x833,1041,572,1266,1405,1440,1616
3,bus,18-11-2024,03:11:16 PM,173x380,845,53,1018,433,1440,1616
4,person,18-11-2024,03:11:16 PM,95x309,235,241,330,550,1440,1616
1,car,18-11-2024,03:11:17 PM,248x285,74,54,322,339,1440,1616
2,bus,18-11-2024,03:11:17 PM,173x369,845,59,1018,428,1440,1616
3,person,18-11-2024,03:11:17 PM,226x833,1041,572,1267,1405,1440,1616
1,car,18-11-2024,03:11:19 PM,244x283,76,54,320,337,1440,1616
2,bus,18-11-2024,03:11:19 PM,173x370,845,58,1018,428,1440,1616
1,car,18-11-2024,03:11:20 PM,249x289,73,52,322,341,1440,1616
2,bus,18-11-2024,03:11:20 PM,173x372,845,57,1018,429,1440,1616
3,person,18-11-2024,03:11:20 PM,246x842,1030,567,1276,1409,1440,1616
1,car,18-11-2024,03:11:21 PM,247x285,75,53,322,338,1440,1616
2,bus,18-11-2024,03:11:21 PM,174x371,845,57,1019,428,1440,1616
1,car,18-11-2024,03:11:23 PM,250x285,73,54,323,339,1440,1616
2,bus,18-11-2024,03:11:23 PM,173x369,845,59,1018,428,1440,1616
1,car,18-11-2024,03:11:24 PM,253x282,72,55,325,337,1440,1616
2,bus,18-11-2024,03:11:24 PM,173x368,845,59,1018,427,1440,1616
3,person,18-11-2024,03:11:24 PM,245x848,1030,564,1275,1412,1440,1616
1,car,18-11-2024,03:11:26 PM,251x281,73,55,324,336,1440,1616
2,bus,18-11-2024,03:11:26 PM,171x370,852,58,1023,428,1440,1616
3,person,18-11-2024,03:11:26 PM,73x305,453,56,526,361,1440,1616
1,car,18-11-2024,03:11:27 PM,249x284,74,54,323,338,1440,1616
2,bus,18-11-2024,03:11:27 PM,175x369,844,58,1019,427,1440,1616
3,person,18-11-2024,03:11:27 PM,76x284,451,51,527,335,1440,1616
1,car,18-11-2024,03:11:29 PM,245x283,76,55,321,338,1440,1616
2,bus,18-11-2024,03:11:29 PM,173x370,845,58,1018,428,1440,1616
1,car,18-11-2024,03:11:30 PM,249x284,73,54,322,338,1440,1616
2,person,18-11-2024,03:11:30 PM,64x248,477,34,541,282,1440,1616
3,bus,18-11-2024,03:11:30 PM,173x371,845,57,1018,428,1440,1616
4,person,18-11-2024,03:11:30 PM,254x841,1018,560,1272,1401,1440,1616
1,car,18-11-2024,03:11:31 PM,249x286,74,53,323,339,1440,1616
2,bus,18-11-2024,03:11:31 PM,173x375,845,55,1018,430,1440,1616
3,person,18-11-2024,03:11:31 PM,68x242,476,24,544,266,1440,1616
4,person,18-11-2024,03:11:31 PM,242x841,1032,568,1274,1409,1440,1616
1,car,18-11-2024,03:11:33 PM,246x284,75,54,321,338,1440,1616
2,person,18-11-2024,03:11:33 PM,196x824,1041,577,1237,1401,1440,1616
3,bus,18-11-2024,03:11:33 PM,173x370,845,58,1018,428,1440,1616
4,person,18-11-2024,03:11:33 PM,54x231,499,18,553,249,1440,1616
1,car,18-11-2024,03:11:34 PM,249x283,74,55,323,338,1440,1616
2,person,18-11-2024,03:11:34 PM,229x805,1039,560,1268,1365,1440,1616
3,bus,18-11-2024,03:11:34 PM,173x376,845,55,1018,431,1440,1616
4,person,18-11-2024,03:11:34 PM,68x222,491,8,559,230,1440,1616
1,person,18-11-2024,03:11:35 PM,225x800,1104,602,1329,1402,1440,1616
2,car,18-11-2024,03:11:35 PM,248x280,74,57,322,337,1440,1616
3,bus,18-11-2024,03:11:35 PM,173x376,845,55,1018,431,1440,1616
1,car,18-11-2024,03:11:36 PM,253x281,79,55,332,336,1440,1616
2,person,18-11-2024,03:11:36 PM,164x808,1162,573,1326,1381,1440,1616
3,person,18-11-2024,03:11:36 PM,60x196,528,0,588,196,1440,1616
4,bus,18-11-2024,03:11:36 PM,171x383,846,42,1017,425,1440,1616
1,car,18-11-2024,03:11:38 PM,246x285,75,53,321,338,1440,1616
2,person,18-11-2024,03:11:38 PM,213x790,1114,569,1327,1359,1440,1616
